text,label,sarcasm_type,source,has_emoji,has_hashtag,text_length,clean_text,emoji_count
I am grateful for the delayed bus. 👍,0,none,synthetic,1,0.0,36.0,i am grateful for the delayed bus 👍,
"Yeah right, I just love the client call.  #life",1,situational,synthetic,0,1.0,47.0,yeah right i just love the client call  life,
the long meeting went very well. 🎉,0,none,synthetic,1,0.0,34.0,the long meeting went very well 🎉,
"Nice, the slow laptop ruined everything. 😂 #sarcasm",1,understatement,synthetic,1,1.0,51.0,nice the slow laptop ruined everything 😂 sarcasm,
Feeling positive about my phone battery dying. 👍,0,none,synthetic,1,0.0,48.0,feeling positive about my phone battery dying 👍,
"Amazing, my headphones stopped working again. 😂 #irony",1,understatement,synthetic,1,1.0,54.0,amazing my headphones stopped working again 😂 irony,
extra homework made me feel happy. 😊,0,none,synthetic,1,0.0,36.0,extra homework made me feel happy 😊,
"Amazing, my phone stopped working again.  #sarcasm",1,situational,synthetic,0,1.0,50.0,amazing my phone stopped working again  sarcasm,
family dinner was very helpful. 👍,0,none,synthetic,1,0.0,33.0,family dinner was very helpful 👍,
"Yeah right, I just love the delayed bus. 😅 #life",1,exaggeration,synthetic,1,1.0,48.0,yeah right i just love the delayed bus 😅 life,
lunch with friends was very helpful. 👍,0,none,synthetic,1,0.0,38.0,lunch with friends was very helpful 👍,
"Wow, just what I needed: my workout.",1,situational,synthetic,0,0.0,36.0,wow just what i needed my workout,
the client call went very well.,0,none,synthetic,0,0.0,31.0,the client call went very well,
"Sure, because my vacation plans is exactly what I wanted. 😅 #mood",1,understatement,synthetic,1,1.0,65.0,sure because my vacation plans is exactly what i wanted 😅 mood,
the feedback I got improved my day. 😊,0,none,synthetic,1,0.0,37.0,the feedback i got improved my day 😊,
"Wow, just what I needed: the delayed bus.  #irony",1,understatement,synthetic,0,1.0,49.0,wow just what i needed the delayed bus  irony,
I am excited about my workout. 😊,0,none,synthetic,1,0.0,32.0,i am excited about my workout 😊,
"Sure, because the exam schedule is exactly what I wanted.  #life",1,situational,synthetic,0,1.0,64.0,sure because the exam schedule is exactly what i wanted  life,
my vacation plans went very well. 👍,0,none,synthetic,1,0.0,35.0,my vacation plans went very well 👍,
"Nice, the feedback I got ruined everything. 😂 #life",1,exaggeration,synthetic,1,1.0,51.0,nice the feedback i got ruined everything 😂 life,
the slow laptop improved my day. 😊,0,none,synthetic,1,0.0,34.0,the slow laptop improved my day 😊,
"Oh great, another family dinner.  #mood",1,exaggeration,synthetic,0,1.0,39.0,oh great another family dinner  mood,
I am grateful for working late. 🎉,0,none,synthetic,1,0.0,33.0,i am grateful for working late 🎉,
Love how the slow laptop always happens to me. 😂 #sarcasm,1,exaggeration,synthetic,1,1.0,57.0,love how the slow laptop always happens to me 😂 sarcasm,
I really enjoyed working late today. 👍,0,none,synthetic,1,0.0,38.0,i really enjoyed working late today 👍,
Perfect timing for the delayed bus.  #irony,1,situational,synthetic,0,1.0,43.0,perfect timing for the delayed bus  irony,
my workout improved my day.,0,none,synthetic,0,0.0,27.0,my workout improved my day,
"Amazing, my headphones stopped working again. 😅",1,understatement,synthetic,1,0.0,47.0,amazing my headphones stopped working again 😅,
Today was great because of the client call. 🎉,0,none,synthetic,1,0.0,45.0,today was great because of the client call 🎉,
"Amazing, my WiFi stopped working again. 🙃 #irony",1,verbal_irony,synthetic,1,1.0,48.0,amazing my wifi stopped working again 🙃 irony,
I am excited about lunch with friends. 😊,0,none,synthetic,1,0.0,40.0,i am excited about lunch with friends 😊,
"Fantastic, my day is complete with teamwork in class. 😒 #mood",1,understatement,synthetic,1,1.0,61.0,fantastic my day is complete with teamwork in class 😒 mood,
I am excited about family dinner. 🎉,0,none,synthetic,1,0.0,35.0,i am excited about family dinner 🎉,
So happy that family dinner happened today. 🙃 #mood,1,situational,synthetic,1,1.0,51.0,so happy that family dinner happened today 🙃 mood,
Today was great because of my workout.,0,none,synthetic,0,0.0,38.0,today was great because of my workout,
"Oh great, another family dinner.  #irony",1,situational,synthetic,0,1.0,40.0,oh great another family dinner  irony,
my internet crashing improved my day. 🎉,0,none,synthetic,1,0.0,39.0,my internet crashing improved my day 🎉,
"Wow, just what I needed: teamwork in class. 😂 #irony",1,exaggeration,synthetic,1,1.0,52.0,wow just what i needed teamwork in class 😂 irony,
Feeling positive about my vacation plans. 😊,0,none,synthetic,1,0.0,43.0,feeling positive about my vacation plans 😊,
So happy that lunch with friends happened today. 😂 #mood,1,exaggeration,synthetic,1,1.0,56.0,so happy that lunch with friends happened today 😂 mood,
extra homework improved my day. 😊,0,none,synthetic,1,0.0,33.0,extra homework improved my day 😊,
"Yeah right, I just love the client call. 😂",1,understatement,synthetic,1,0.0,42.0,yeah right i just love the client call 😂,
the weather today made me feel happy. 😊,0,none,synthetic,1,0.0,39.0,the weather today made me feel happy 😊,
"Nice, the project submission ruined everything.  #life",1,situational,synthetic,0,1.0,54.0,nice the project submission ruined everything  life,
the presentation today improved my day. 😊,0,none,synthetic,1,0.0,41.0,the presentation today improved my day 😊,
"Yeah right, I just love working late. 😂",1,situational,synthetic,1,0.0,39.0,yeah right i just love working late 😂,
I truly appreciate the client call.,0,none,synthetic,0,0.0,35.0,i truly appreciate the client call,
"Oh great, another the long meeting. 😅 #sarcasm",1,understatement,synthetic,1,1.0,46.0,oh great another the long meeting 😅 sarcasm,
the slow laptop made me feel happy.,0,none,synthetic,0,0.0,35.0,the slow laptop made me feel happy,
"Amazing, my headphones stopped working again.  #irony",1,exaggeration,synthetic,0,1.0,53.0,amazing my headphones stopped working again  irony,
I am excited about the weather today. 🎉,0,none,synthetic,1,0.0,39.0,i am excited about the weather today 🎉,
Perfect timing for the presentation today. 😂 #irony,1,verbal_irony,synthetic,1,1.0,51.0,perfect timing for the presentation today 😂 irony,
I am excited about the exam schedule. 😊,0,none,synthetic,1,0.0,39.0,i am excited about the exam schedule 😊,
"Sure, because the long meeting is exactly what I wanted. 🙃",1,verbal_irony,synthetic,1,0.0,58.0,sure because the long meeting is exactly what i wanted 🙃,
the long meeting was very helpful. 🎉,0,none,synthetic,1,0.0,36.0,the long meeting was very helpful 🎉,
"Amazing, my internet stopped working again. 😂",1,verbal_irony,synthetic,1,0.0,45.0,amazing my internet stopped working again 😂,
Today was great because of working late. 👍,0,none,synthetic,1,0.0,42.0,today was great because of working late 👍,
"Sure, because the project submission is exactly what I wanted.",1,situational,synthetic,0,0.0,62.0,sure because the project submission is exactly what i wanted,
the feedback I got made me feel happy. 🎉,0,none,synthetic,1,0.0,40.0,the feedback i got made me feel happy 🎉,
"Fantastic, my day is complete with my workout.  #life",1,exaggeration,synthetic,0,1.0,53.0,fantastic my day is complete with my workout  life,
I am excited about the client call. 😊,0,none,synthetic,1,0.0,37.0,i am excited about the client call 😊,
Love how extra homework always happens to me. 😂,1,situational,synthetic,1,0.0,47.0,love how extra homework always happens to me 😂,
I am excited about my vacation plans. 👍,0,none,synthetic,1,0.0,39.0,i am excited about my vacation plans 👍,
"Sure, because the feedback I got is exactly what I wanted. 🙃 #mood",1,situational,synthetic,1,1.0,66.0,sure because the feedback i got is exactly what i wanted 🙃 mood,
my phone battery dying went very well.,0,none,synthetic,0,0.0,38.0,my phone battery dying went very well,
Love how the presentation today always happens to me. 😂 #sarcasm,1,situational,synthetic,1,1.0,64.0,love how the presentation today always happens to me 😂 sarcasm,
the project submission improved my day.,0,none,synthetic,0,0.0,39.0,the project submission improved my day,
"Nice, lunch with friends ruined everything. 😂 #life",1,verbal_irony,synthetic,1,1.0,51.0,nice lunch with friends ruined everything 😂 life,
Feeling positive about the feedback I got.,0,none,synthetic,0,0.0,42.0,feeling positive about the feedback i got,
"Wow, just what I needed: the exam schedule. 😂",1,understatement,synthetic,1,0.0,45.0,wow just what i needed the exam schedule 😂,
Today was great because of the exam schedule. 😊,0,none,synthetic,1,0.0,47.0,today was great because of the exam schedule 😊,
"Fantastic, my day is complete with family dinner.",1,verbal_irony,synthetic,0,0.0,49.0,fantastic my day is complete with family dinner,
working late improved my day.,0,none,synthetic,0,0.0,29.0,working late improved my day,
"Fantastic, my day is complete with my workout. 😅 #life",1,verbal_irony,synthetic,1,1.0,54.0,fantastic my day is complete with my workout 😅 life,
Today was great because of my internet crashing. 🎉,0,none,synthetic,1,0.0,50.0,today was great because of my internet crashing 🎉,
"Yeah right, I just love extra homework. 😂",1,situational,synthetic,1,0.0,41.0,yeah right i just love extra homework 😂,
I truly appreciate family dinner. 🎉,0,none,synthetic,1,0.0,35.0,i truly appreciate family dinner 🎉,
"Amazing, my WiFi stopped working again. 😂",1,verbal_irony,synthetic,1,0.0,41.0,amazing my wifi stopped working again 😂,
I really enjoyed the feedback I got today.,0,none,synthetic,0,0.0,42.0,i really enjoyed the feedback i got today,
Love how teamwork in class always happens to me. 🙃 #irony,1,situational,synthetic,1,1.0,57.0,love how teamwork in class always happens to me 🙃 irony,
I am excited about family dinner.,0,none,synthetic,0,0.0,33.0,i am excited about family dinner,
Love how my internet crashing always happens to me. 🙃 #life,1,exaggeration,synthetic,1,1.0,59.0,love how my internet crashing always happens to me 🙃 life,
working late went very well.,0,none,synthetic,0,0.0,28.0,working late went very well,
So happy that family dinner happened today. 🙃 #sarcasm,1,situational,synthetic,1,1.0,54.0,so happy that family dinner happened today 🙃 sarcasm,
Today was great because of extra homework. 🎉,0,none,synthetic,1,0.0,44.0,today was great because of extra homework 🎉,
"Fantastic, my day is complete with the project submission. 😒 #mood",1,understatement,synthetic,1,1.0,66.0,fantastic my day is complete with the project submission 😒 mood,
the power cut was very helpful.,0,none,synthetic,0,0.0,31.0,the power cut was very helpful,
"Amazing, my laptop stopped working again. 😂 #irony",1,situational,synthetic,1,1.0,50.0,amazing my laptop stopped working again 😂 irony,
working late was very helpful. 👍,0,none,synthetic,1,0.0,32.0,working late was very helpful 👍,
"Amazing, my internet stopped working again. 😅 #sarcasm",1,understatement,synthetic,1,1.0,54.0,amazing my internet stopped working again 😅 sarcasm,
the presentation today improved my day. 🎉,0,none,synthetic,1,0.0,41.0,the presentation today improved my day 🎉,
"Yeah right, I just love my workout.  #life",1,exaggeration,synthetic,0,1.0,42.0,yeah right i just love my workout  life,
Today was great because of my workout. 😊,0,none,synthetic,1,0.0,40.0,today was great because of my workout 😊,
"Oh great, another my vacation plans.  #irony",1,exaggeration,synthetic,0,1.0,44.0,oh great another my vacation plans  irony,
my phone battery dying went very well. 🎉,0,none,synthetic,1,0.0,40.0,my phone battery dying went very well 🎉,
"Yeah right, I just love working late. 😂",1,exaggeration,synthetic,1,0.0,39.0,yeah right i just love working late 😂,
I really enjoyed family dinner today.,0,none,synthetic,0,0.0,37.0,i really enjoyed family dinner today,
"Amazing, my laptop stopped working again. 🙃 #mood",1,understatement,synthetic,1,1.0,49.0,amazing my laptop stopped working again 🙃 mood,
teamwork in class went very well.,0,none,synthetic,0,0.0,33.0,teamwork in class went very well,
Perfect timing for the client call.  #life,1,understatement,synthetic,0,1.0,42.0,perfect timing for the client call  life,
my vacation plans went very well.,0,none,synthetic,0,0.0,33.0,my vacation plans went very well,
"Amazing, my laptop stopped working again. 😒 #sarcasm",1,exaggeration,synthetic,1,1.0,52.0,amazing my laptop stopped working again 😒 sarcasm,
family dinner made me feel happy. 😊,0,none,synthetic,1,0.0,35.0,family dinner made me feel happy 😊,
Love how the project submission always happens to me. 😂 #sarcasm,1,exaggeration,synthetic,1,1.0,64.0,love how the project submission always happens to me 😂 sarcasm,
my phone battery dying improved my day. 👍,0,none,synthetic,1,0.0,41.0,my phone battery dying improved my day 👍,
Love how lunch with friends always happens to me. 😂 #irony,1,situational,synthetic,1,1.0,58.0,love how lunch with friends always happens to me 😂 irony,
the slow laptop made me feel happy. 👍,0,none,synthetic,1,0.0,37.0,the slow laptop made me feel happy 👍,
"Oh great, another my workout. 😅 #life",1,verbal_irony,synthetic,1,1.0,37.0,oh great another my workout 😅 life,
the presentation today improved my day. 👍,0,none,synthetic,1,0.0,41.0,the presentation today improved my day 👍,
"Oh great, another working late.  #irony",1,understatement,synthetic,0,1.0,39.0,oh great another working late  irony,
Feeling positive about teamwork in class. 😊,0,none,synthetic,1,0.0,43.0,feeling positive about teamwork in class 😊,
"Wow, just what I needed: the delayed bus. 😒 #sarcasm",1,verbal_irony,synthetic,1,1.0,52.0,wow just what i needed the delayed bus 😒 sarcasm,
I am grateful for the client call.,0,none,synthetic,0,0.0,34.0,i am grateful for the client call,
"Yeah right, I just love the power cut. 😂 #irony",1,understatement,synthetic,1,1.0,47.0,yeah right i just love the power cut 😂 irony,
I really enjoyed the traffic jam today.,0,none,synthetic,0,0.0,39.0,i really enjoyed the traffic jam today,
Love how lunch with friends always happens to me.  #sarcasm,1,verbal_irony,synthetic,0,1.0,59.0,love how lunch with friends always happens to me  sarcasm,
working late was very helpful. 😊,0,none,synthetic,1,0.0,32.0,working late was very helpful 😊,
Love how the exam schedule always happens to me. 😂 #mood,1,exaggeration,synthetic,1,1.0,56.0,love how the exam schedule always happens to me 😂 mood,
Today was great because of teamwork in class. 🎉,0,none,synthetic,1,0.0,47.0,today was great because of teamwork in class 🎉,
"Fantastic, my day is complete with teamwork in class. 😒 #life",1,understatement,synthetic,1,1.0,61.0,fantastic my day is complete with teamwork in class 😒 life,
I am grateful for the client call. 👍,0,none,synthetic,1,0.0,36.0,i am grateful for the client call 👍,
Love how the slow laptop always happens to me. 😒,1,verbal_irony,synthetic,1,0.0,48.0,love how the slow laptop always happens to me 😒,
I really enjoyed working late today. 🎉,0,none,synthetic,1,0.0,38.0,i really enjoyed working late today 🎉,
Love how the delayed bus always happens to me. 😅 #sarcasm,1,situational,synthetic,1,1.0,57.0,love how the delayed bus always happens to me 😅 sarcasm,
I am excited about working late. 😊,0,none,synthetic,1,0.0,34.0,i am excited about working late 😊,
Perfect timing for the weather today. 🙃,1,exaggeration,synthetic,1,0.0,39.0,perfect timing for the weather today 🙃,
I am excited about extra homework.,0,none,synthetic,0,0.0,34.0,i am excited about extra homework,
Perfect timing for the delayed bus. 😂 #mood,1,exaggeration,synthetic,1,1.0,43.0,perfect timing for the delayed bus 😂 mood,
extra homework went very well. 👍,0,none,synthetic,1,0.0,32.0,extra homework went very well 👍,
"Amazing, my laptop stopped working again. 😂 #irony",1,understatement,synthetic,1,1.0,50.0,amazing my laptop stopped working again 😂 irony,
family dinner made me feel happy.,0,none,synthetic,0,0.0,33.0,family dinner made me feel happy,
"Amazing, my phone stopped working again. 😒 #sarcasm",1,verbal_irony,synthetic,1,1.0,51.0,amazing my phone stopped working again 😒 sarcasm,
I am grateful for the client call. 😊,0,none,synthetic,1,0.0,36.0,i am grateful for the client call 😊,
Perfect timing for the long meeting. 🙃 #irony,1,verbal_irony,synthetic,1,1.0,45.0,perfect timing for the long meeting 🙃 irony,
lunch with friends made me feel happy. 👍,0,none,synthetic,1,0.0,40.0,lunch with friends made me feel happy 👍,
"Sure, because my internet crashing is exactly what I wanted. 😒 #life",1,verbal_irony,synthetic,1,1.0,68.0,sure because my internet crashing is exactly what i wanted 😒 life,
the project submission improved my day. 👍,0,none,synthetic,1,0.0,41.0,the project submission improved my day 👍,
"Amazing, my printer stopped working again.  #sarcasm",1,exaggeration,synthetic,0,1.0,52.0,amazing my printer stopped working again  sarcasm,
I truly appreciate the client call. 🎉,0,none,synthetic,1,0.0,37.0,i truly appreciate the client call 🎉,
"Wow, just what I needed: lunch with friends. 😒 #sarcasm",1,understatement,synthetic,1,1.0,55.0,wow just what i needed lunch with friends 😒 sarcasm,
I really enjoyed the long meeting today. 👍,0,none,synthetic,1,0.0,42.0,i really enjoyed the long meeting today 👍,
Perfect timing for extra homework. 😂 #sarcasm,1,exaggeration,synthetic,1,1.0,45.0,perfect timing for extra homework 😂 sarcasm,
I truly appreciate the feedback I got. 👍,0,none,synthetic,1,0.0,40.0,i truly appreciate the feedback i got 👍,
"Fantastic, my day is complete with the slow laptop.  #life",1,verbal_irony,synthetic,0,1.0,58.0,fantastic my day is complete with the slow laptop  life,
I am grateful for teamwork in class.,0,none,synthetic,0,0.0,36.0,i am grateful for teamwork in class,
"Sure, because the slow laptop is exactly what I wanted. 😒",1,understatement,synthetic,1,0.0,57.0,sure because the slow laptop is exactly what i wanted 😒,
my internet crashing made me feel happy. 🎉,0,none,synthetic,1,0.0,42.0,my internet crashing made me feel happy 🎉,
"Yeah right, I just love my phone battery dying. 🙃",1,exaggeration,synthetic,1,0.0,49.0,yeah right i just love my phone battery dying 🙃,
the exam schedule improved my day. 😊,0,none,synthetic,1,0.0,36.0,the exam schedule improved my day 😊,
"Yeah right, I just love my phone battery dying. 🙃 #sarcasm",1,verbal_irony,synthetic,1,1.0,58.0,yeah right i just love my phone battery dying 🙃 sarcasm,
the client call was very helpful. 😊,0,none,synthetic,1,0.0,35.0,the client call was very helpful 😊,
"Yeah right, I just love the delayed bus. 😅 #irony",1,situational,synthetic,1,1.0,49.0,yeah right i just love the delayed bus 😅 irony,
lunch with friends went very well. 😊,0,none,synthetic,1,0.0,36.0,lunch with friends went very well 😊,
Perfect timing for my phone battery dying. 😂 #life,1,understatement,synthetic,1,1.0,50.0,perfect timing for my phone battery dying 😂 life,
the slow laptop went very well. 🎉,0,none,synthetic,1,0.0,33.0,the slow laptop went very well 🎉,
"Yeah right, I just love the delayed bus.",1,verbal_irony,synthetic,0,0.0,40.0,yeah right i just love the delayed bus,
I am excited about the feedback I got. 😊,0,none,synthetic,1,0.0,40.0,i am excited about the feedback i got 😊,
"Yeah right, I just love the presentation today. 🙃",1,understatement,synthetic,1,0.0,49.0,yeah right i just love the presentation today 🙃,
I really enjoyed the traffic jam today.,0,none,synthetic,0,0.0,39.0,i really enjoyed the traffic jam today,
Love how working late always happens to me. 😂 #life,1,understatement,synthetic,1,1.0,51.0,love how working late always happens to me 😂 life,
I really enjoyed the feedback I got today. 😊,0,none,synthetic,1,0.0,44.0,i really enjoyed the feedback i got today 😊,
"Oh great, another the presentation today. 😅 #sarcasm",1,understatement,synthetic,1,1.0,52.0,oh great another the presentation today 😅 sarcasm,
I am grateful for the weather today.,0,none,synthetic,0,0.0,36.0,i am grateful for the weather today,
"Sure, because the project submission is exactly what I wanted. 🙃 #mood",1,verbal_irony,synthetic,1,1.0,70.0,sure because the project submission is exactly what i wanted 🙃 mood,
teamwork in class made me feel happy. 🎉,0,none,synthetic,1,0.0,39.0,teamwork in class made me feel happy 🎉,
"Fantastic, my day is complete with working late. 😂 #irony",1,situational,synthetic,1,1.0,57.0,fantastic my day is complete with working late 😂 irony,
Feeling positive about the project submission. 👍,0,none,synthetic,1,0.0,48.0,feeling positive about the project submission 👍,
"Amazing, my WiFi stopped working again.",1,verbal_irony,synthetic,0,0.0,39.0,amazing my wifi stopped working again,
I really enjoyed the exam schedule today. 😊,0,none,synthetic,1,0.0,43.0,i really enjoyed the exam schedule today 😊,
"Wow, just what I needed: my internet crashing. 😒 #life",1,situational,synthetic,1,1.0,54.0,wow just what i needed my internet crashing 😒 life,
I really enjoyed my internet crashing today. 👍,0,none,synthetic,1,0.0,46.0,i really enjoyed my internet crashing today 👍,
"Oh great, another teamwork in class. 😒 #irony",1,exaggeration,synthetic,1,1.0,45.0,oh great another teamwork in class 😒 irony,
my internet crashing was very helpful. 🎉,0,none,synthetic,1,0.0,40.0,my internet crashing was very helpful 🎉,
"Amazing, my headphones stopped working again. 😒",1,verbal_irony,synthetic,1,0.0,47.0,amazing my headphones stopped working again 😒,
I really enjoyed working late today. 😊,0,none,synthetic,1,0.0,38.0,i really enjoyed working late today 😊,
Perfect timing for the weather today. 😂,1,exaggeration,synthetic,1,0.0,39.0,perfect timing for the weather today 😂,
teamwork in class made me feel happy. 👍,0,none,synthetic,1,0.0,39.0,teamwork in class made me feel happy 👍,
So happy that the exam schedule happened today. 😂,1,verbal_irony,synthetic,1,0.0,49.0,so happy that the exam schedule happened today 😂,
the traffic jam improved my day. 🎉,0,none,synthetic,1,0.0,34.0,the traffic jam improved my day 🎉,
"Nice, the slow laptop ruined everything. 🙃",1,situational,synthetic,1,0.0,42.0,nice the slow laptop ruined everything 🙃,
the long meeting improved my day. 😊,0,none,synthetic,1,0.0,35.0,the long meeting improved my day 😊,
Perfect timing for family dinner. 🙃 #life,1,verbal_irony,synthetic,1,1.0,41.0,perfect timing for family dinner 🙃 life,
the project submission improved my day.,0,none,synthetic,0,0.0,39.0,the project submission improved my day,
"Fantastic, my day is complete with family dinner. 😅 #irony",1,verbal_irony,synthetic,1,1.0,58.0,fantastic my day is complete with family dinner 😅 irony,
Feeling positive about working late. 😊,0,none,synthetic,1,0.0,38.0,feeling positive about working late 😊,
"Amazing, my phone stopped working again. 😒",1,exaggeration,synthetic,1,0.0,42.0,amazing my phone stopped working again 😒,
the feedback I got made me feel happy. 😊,0,none,synthetic,1,0.0,40.0,the feedback i got made me feel happy 😊,
So happy that my phone battery dying happened today. 😒 #sarcasm,1,verbal_irony,synthetic,1,1.0,63.0,so happy that my phone battery dying happened today 😒 sarcasm,
Feeling positive about the presentation today.,0,none,synthetic,0,0.0,46.0,feeling positive about the presentation today,
"Nice, working late ruined everything. 😂 #sarcasm",1,understatement,synthetic,1,1.0,48.0,nice working late ruined everything 😂 sarcasm,
I really enjoyed the project submission today.,0,none,synthetic,0,0.0,46.0,i really enjoyed the project submission today,
"Wow, just what I needed: lunch with friends.  #life",1,understatement,synthetic,0,1.0,51.0,wow just what i needed lunch with friends  life,
I am grateful for my vacation plans.,0,none,synthetic,0,0.0,36.0,i am grateful for my vacation plans,
Perfect timing for the traffic jam.  #sarcasm,1,verbal_irony,synthetic,0,1.0,45.0,perfect timing for the traffic jam  sarcasm,
the exam schedule went very well. 🎉,0,none,synthetic,1,0.0,35.0,the exam schedule went very well 🎉,
"Nice, the presentation today ruined everything. 🙃 #sarcasm",1,understatement,synthetic,1,1.0,58.0,nice the presentation today ruined everything 🙃 sarcasm,
I am grateful for my workout.,0,none,synthetic,0,0.0,29.0,i am grateful for my workout,
So happy that the slow laptop happened today.  #irony,1,exaggeration,synthetic,0,1.0,53.0,so happy that the slow laptop happened today  irony,
Today was great because of my phone battery dying.,0,none,synthetic,0,0.0,50.0,today was great because of my phone battery dying,
"Sure, because working late is exactly what I wanted. 😂 #mood",1,situational,synthetic,1,1.0,60.0,sure because working late is exactly what i wanted 😂 mood,
I am excited about my phone battery dying. 👍,0,none,synthetic,1,0.0,44.0,i am excited about my phone battery dying 👍,
"Amazing, my laptop stopped working again. 😂 #sarcasm",1,understatement,synthetic,1,1.0,52.0,amazing my laptop stopped working again 😂 sarcasm,
I am excited about my workout.,0,none,synthetic,0,0.0,30.0,i am excited about my workout,
"Fantastic, my day is complete with teamwork in class. 😅",1,exaggeration,synthetic,1,0.0,55.0,fantastic my day is complete with teamwork in class 😅,
Feeling positive about the long meeting. 😊,0,none,synthetic,1,0.0,42.0,feeling positive about the long meeting 😊,
So happy that the feedback I got happened today. 😂 #sarcasm,1,verbal_irony,synthetic,1,1.0,59.0,so happy that the feedback i got happened today 😂 sarcasm,
Feeling positive about my workout. 🎉,0,none,synthetic,1,0.0,36.0,feeling positive about my workout 🎉,
"Wow, just what I needed: the long meeting. 🙃 #sarcasm",1,verbal_irony,synthetic,1,1.0,53.0,wow just what i needed the long meeting 🙃 sarcasm,
Feeling positive about the traffic jam.,0,none,synthetic,0,0.0,39.0,feeling positive about the traffic jam,
Perfect timing for my vacation plans.  #irony,1,exaggeration,synthetic,0,1.0,45.0,perfect timing for my vacation plans  irony,
I am excited about the power cut. 🎉,0,none,synthetic,1,0.0,35.0,i am excited about the power cut 🎉,
"Oh great, another the slow laptop.  #irony",1,verbal_irony,synthetic,0,1.0,42.0,oh great another the slow laptop  irony,
the delayed bus was very helpful. 🎉,0,none,synthetic,1,0.0,35.0,the delayed bus was very helpful 🎉,
Perfect timing for the client call. 😂,1,situational,synthetic,1,0.0,37.0,perfect timing for the client call 😂,
I truly appreciate working late. 🎉,0,none,synthetic,1,0.0,34.0,i truly appreciate working late 🎉,
"Fantastic, my day is complete with my workout. 🙃 #mood",1,exaggeration,synthetic,1,1.0,54.0,fantastic my day is complete with my workout 🙃 mood,
I really enjoyed the client call today. 👍,0,none,synthetic,1,0.0,41.0,i really enjoyed the client call today 👍,
"Nice, my vacation plans ruined everything.  #irony",1,understatement,synthetic,0,1.0,50.0,nice my vacation plans ruined everything  irony,
I really enjoyed the power cut today. 🎉,0,none,synthetic,1,0.0,39.0,i really enjoyed the power cut today 🎉,
"Oh great, another the presentation today. 🙃",1,exaggeration,synthetic,1,0.0,43.0,oh great another the presentation today 🙃,
my internet crashing went very well.,0,none,synthetic,0,0.0,36.0,my internet crashing went very well,
"Nice, the long meeting ruined everything. 😒 #irony",1,verbal_irony,synthetic,1,1.0,50.0,nice the long meeting ruined everything 😒 irony,
my phone battery dying was very helpful. 😊,0,none,synthetic,1,0.0,42.0,my phone battery dying was very helpful 😊,
"Fantastic, my day is complete with extra homework. 😒 #mood",1,situational,synthetic,1,1.0,58.0,fantastic my day is complete with extra homework 😒 mood,
Feeling positive about the slow laptop.,0,none,synthetic,0,0.0,39.0,feeling positive about the slow laptop,
"Sure, because the delayed bus is exactly what I wanted. 🙃",1,situational,synthetic,1,0.0,57.0,sure because the delayed bus is exactly what i wanted 🙃,
extra homework was very helpful. 🎉,0,none,synthetic,1,0.0,34.0,extra homework was very helpful 🎉,
Perfect timing for my vacation plans. 🙃 #sarcasm,1,exaggeration,synthetic,1,1.0,48.0,perfect timing for my vacation plans 🙃 sarcasm,
family dinner improved my day. 🎉,0,none,synthetic,1,0.0,32.0,family dinner improved my day 🎉,
Love how teamwork in class always happens to me. 😅,1,exaggeration,synthetic,1,0.0,50.0,love how teamwork in class always happens to me 😅,
Today was great because of the presentation today.,0,none,synthetic,0,0.0,50.0,today was great because of the presentation today,
"Sure, because the slow laptop is exactly what I wanted.  #sarcasm",1,understatement,synthetic,0,1.0,65.0,sure because the slow laptop is exactly what i wanted  sarcasm,
I truly appreciate extra homework.,0,none,synthetic,0,0.0,34.0,i truly appreciate extra homework,
Love how the presentation today always happens to me.  #mood,1,situational,synthetic,0,1.0,60.0,love how the presentation today always happens to me  mood,
I am grateful for the slow laptop. 👍,0,none,synthetic,1,0.0,36.0,i am grateful for the slow laptop 👍,
Love how teamwork in class always happens to me. 😅 #mood,1,verbal_irony,synthetic,1,1.0,56.0,love how teamwork in class always happens to me 😅 mood,
Feeling positive about the slow laptop.,0,none,synthetic,0,0.0,39.0,feeling positive about the slow laptop,
"Amazing, my internet stopped working again. 🙃",1,verbal_irony,synthetic,1,0.0,45.0,amazing my internet stopped working again 🙃,
I really enjoyed the long meeting today. 🎉,0,none,synthetic,1,0.0,42.0,i really enjoyed the long meeting today 🎉,
"Amazing, my WiFi stopped working again. 🙃 #sarcasm",1,verbal_irony,synthetic,1,1.0,50.0,amazing my wifi stopped working again 🙃 sarcasm,
I am grateful for family dinner. 🎉,0,none,synthetic,1,0.0,34.0,i am grateful for family dinner 🎉,
"Fantastic, my day is complete with the client call. 🙃 #sarcasm",1,verbal_irony,synthetic,1,1.0,62.0,fantastic my day is complete with the client call 🙃 sarcasm,
I am grateful for the project submission. 🎉,0,none,synthetic,1,0.0,43.0,i am grateful for the project submission 🎉,
"Nice, the client call ruined everything. 😅 #irony",1,verbal_irony,synthetic,1,1.0,49.0,nice the client call ruined everything 😅 irony,
Today was great because of the power cut. 🎉,0,none,synthetic,1,0.0,43.0,today was great because of the power cut 🎉,
"Yeah right, I just love the client call. 😅 #sarcasm",1,understatement,synthetic,1,1.0,51.0,yeah right i just love the client call 😅 sarcasm,
my vacation plans went very well. 🎉,0,none,synthetic,1,0.0,35.0,my vacation plans went very well 🎉,
"Nice, family dinner ruined everything. 😂",1,situational,synthetic,1,0.0,40.0,nice family dinner ruined everything 😂,
